ID,peak_hour,average_energy,Class
MAC000291,19.5000,23.3000,6
MAC000551,8.5000,3.9000,4
MAC000572,18.5000,10.8000,2
MAC000803,18.5000,10.3900,2
MAC001495,9.0000,44.3100,3
MAC001787,19.0000,3.7900,2
MAC001800,21.5000,12.7800,2
MAC001821,17.0000,18.6000,6
MAC002137,17.0000,42.8400,3
MAC002144,11.5000,5.3700,4
MAC002542,17.5000,5.1200,2
MAC002543,20.0000,5.2600,2
MAC002545,9.0000,2.4700,4
MAC002546,18.5000,7.0600,2
MAC002548,19.0000,4.6900,2
MAC002549,20.0000,17.2700,6
MAC002550,20.0000,12.3700,2
MAC002556,9.5000,7.2300,4
MAC002622,8.5000,11.1800,4
MAC002645,20.5000,18.7700,6
MAC002656,22.5000,5.8500,2
MAC002660,17.5000,2.8800,2
MAC002670,20.0000,212.8600,5
MAC002681,8.5000,4.5300,4
MAC002683,8.5000,10.6700,4
MAC002752,20.0000,3.1100,2
MAC002884,0.5000,12.6800,0
MAC004280,18.5000,33.2800,6
MAC004292,12.0000,3.5800,4
MAC004311,16.0000,13.1500,2
MAC004340,18.0000,16.5400,6
MAC004348,21.0000,30.5400,6
MAC005070,10.5000,26.5500,6
MAC005106,19.0000,20.5000,6
MAC005179,19.5000,7.4100,2
MAC005181,7.5000,4.3000,4
MAC005182,18.5000,4.0200,2
MAC005195,12.0000,13.5200,4
MAC005205,20.5000,6.0200,2
MAC005206,11.0000,4.4800,4
MAC005276,0.5000,19.7800,0
MAC005314,19.0000,14.1300,2
MAC005315,14.5000,22.0400,6
MAC005323,17.5000,6.8600,2
MAC005326,15.5000,6.3500,2
MAC005327,0.5000,41.6200,3
MAC005329,12.5000,19.2200,6
MAC005393,1.0000,62.2400,1
MAC005394,9.5000,6.7900,4
MAC005399,15.5000,23.4400,6
