ID,peak_hour,average_energy,Class
MAC000096,12.0000,25.8100,6
MAC000140,20.5000,5.9000,4
MAC000336,20.0000,6.6100,4
MAC000342,17.5000,11.5000,2
MAC000431,18.0000,26.8600,6
MAC000456,17.5000,8.5300,4
MAC000715,17.0000,23.2300,6
MAC000727,21.5000,8.1800,4
MAC001064,17.0000,10.3500,2
MAC001219,18.5000,17.4100,5
MAC001471,9.0000,15.4200,3
MAC001682,18.0000,15.8200,5
MAC001698,14.0000,35.1400,6
MAC001717,17.5000,12.1600,2
MAC001767,7.0000,4.5300,0
MAC002201,18.5000,12.0600,2
MAC002267,20.5000,18.7400,5
MAC002433,21.5000,12.0300,2
MAC002455,17.0000,6.1500,4
MAC002482,20.0000,25.9800,6
MAC002627,21.0000,51.0200,1
MAC003001,18.0000,9.1400,2
MAC003013,20.0000,8.3200,4
MAC003065,17.5000,20.9100,5
MAC003137,7.5000,20.4300,3
MAC003157,21.5000,12.7100,2
MAC003184,17.5000,13.0100,2
MAC003201,19.5000,13.3800,2
MAC003204,21.5000,5.1700,4
MAC003220,21.5000,11.3100,2
MAC003319,16.5000,27.3000,6
MAC003335,18.0000,8.0600,4
MAC003336,17.0000,10.5700,2
MAC003339,17.5000,16.7400,5
MAC003349,20.0000,20.8100,5
MAC003357,19.0000,16.6000,5
MAC003368,19.0000,12.6600,2
MAC003392,9.5000,7.2100,0
MAC003442,19.5000,7.6300,4
MAC003486,7.0000,4.8800,0
MAC003487,18.0000,6.0400,4
MAC003499,18.0000,4.1400,4
MAC003511,20.0000,9.9000,2
MAC003548,17.5000,15.2500,5
MAC003556,19.0000,17.8200,5
MAC003558,18.5000,12.4700,2
MAC004527,14.0000,16.9500,5
MAC004539,18.0000,6.1300,4
MAC004783,14.0000,8.9200,2
