ID,peak_hour,average_energy,Class
MAC000113,19.0000,23.3200,0
MAC000301,18.0000,10.9500,2
MAC000309,16.0000,20.1500,0
MAC002509,23.0000,9.4000,2
MAC002510,21.0000,11.0400,2
MAC002512,9.0000,16.6300,5
MAC002513,8.5000,10.0700,5
MAC002514,19.0000,8.3300,2
MAC002517,19.0000,13.4100,2
MAC002518,19.0000,6.2900,3
MAC002519,8.5000,10.3500,5
MAC002522,18.0000,3.8800,3
MAC002525,23.0000,6.9400,3
MAC002530,17.5000,2.7700,3
MAC002539,20.0000,4.7900,3
MAC002557,13.5000,17.5100,5
MAC002558,18.5000,20.8900,0
MAC002605,0.0000,24.6000,4
MAC002662,8.5000,5.6800,6
MAC002663,23.0000,13.2500,2
MAC002666,21.5000,20.6700,0
MAC002676,12.5000,4.7300,6
MAC002702,23.0000,14.5500,2
MAC002750,19.5000,2.5700,3
MAC002754,9.5000,26.7700,4
MAC002756,14.0000,6.0000,6
MAC002757,19.5000,24.9600,1
MAC002761,17.5000,1.8700,3
MAC002764,18.5000,6.0300,3
MAC002767,10.0000,2.5300,6
MAC005269,9.5000,14.9700,5
MAC005270,20.5000,13.2700,2
MAC005313,23.5000,0.6000,3
MAC005317,20.0000,3.5000,3
MAC005319,1.5000,1.1000,6
MAC005322,19.5000,26.5500,1
MAC005367,16.5000,9.7900,2
MAC005392,17.5000,9.4200,2
MAC005400,23.5000,4.3100,3
MAC005403,23.0000,6.9100,3
MAC005404,20.0000,21.6100,0
MAC005405,23.5000,2.5100,3
MAC005407,20.0000,26.1400,1
MAC005408,18.0000,8.8300,2
MAC005411,18.5000,30.2900,1
MAC005412,20.0000,29.2500,1
MAC005415,19.0000,3.2200,3
MAC005416,20.0000,6.9500,3
