ID,peak_hour,average_energy,Class
MAC000015,8.5000,11.3000,6
MAC000186,16.5000,5.5000,4
MAC000219,20.0000,6.9800,4
MAC000257,20.5000,27.6900,3
MAC000288,12.5000,10.7200,6
MAC000298,18.5000,3.8200,4
MAC000344,20.5000,3.5200,4
MAC000384,18.5000,4.5500,4
MAC000418,21.0000,10.7700,0
MAC000421,18.5000,2.9800,4
MAC000475,18.5000,29.0000,3
MAC000478,21.5000,14.2600,0
MAC002211,21.0000,6.9800,4
MAC002213,19.5000,62.2200,1
MAC002221,19.0000,6.2900,4
MAC002228,16.5000,5.1900,4
MAC002241,6.5000,26.3400,3
MAC002250,18.0000,3.4400,4
MAC002255,21.0000,6.0500,4
MAC002257,19.5000,3.8700,4
MAC002259,17.0000,12.4700,0
MAC002271,18.0000,2.5000,4
MAC002282,17.5000,10.0900,0
MAC002285,12.0000,6.5000,2
MAC002289,17.0000,5.6800,4
MAC002297,10.0000,5.0800,2
MAC002302,16.5000,10.4800,0
MAC002306,19.0000,16.5600,0
MAC002307,23.0000,7.9000,4
MAC002310,11.5000,14.0100,6
MAC002436,9.0000,13.0400,6
MAC002441,15.5000,57.6500,1
MAC002442,13.0000,6.6900,2
MAC002454,18.5000,3.4200,4
MAC002469,9.5000,2.9300,2
MAC002471,15.0000,14.2300,0
MAC002506,15.0000,8.2900,2
MAC005423,19.0000,40.0500,5
MAC005426,20.5000,4.6200,4
MAC005428,10.5000,15.6000,6
MAC005433,20.0000,4.8000,4
MAC005437,21.0000,3.3500,4
MAC005440,13.5000,12.0600,6
MAC005442,20.0000,46.3000,5
MAC005553,17.0000,42.7100,5
MAC005554,19.0000,7.0600,4
MAC005566,11.5000,6.8300,2
